Zone;Date incendie;Surface totale (ha);Surface brûlée (ha);Pourcentage brûlé (%);NDVI avant;NDVI après;dNBR moyen;dNBR max;dNBR min;Surface faible (ha);Surface moyen (ha);Surface fort (ha)
Agdez;15/09/2025;6520.8;388.51;5.96;0.1443;0.1167;0.0248;0.5928;-0.5661;323.94;60.42;4.15
